id,phrase,level,main_category,sub_category,cluster
11510,notebook,B1,Communication_Media_Arts,Speaking_Expressions,0
11511,notice,B1,Daily_Life,General_Interactions,0
11512,noticeable,B1,Daily_Life,General_Interactions,0
11513,noticed,B1,Daily_Life,General_Interactions,0
11514,notification,B1,Daily_Life,General_Interactions,0
11515,notify,B1,Daily_Life,General_Interactions,0
11516,notify the police,B1,Society_Law_Politics,Law_Crime,0
11517,noting,B1,Daily_Life,General_Interactions,0
11518,notions,B1,Daily_Life,General_Interactions,0
11519,notorious,B1,Daily_Life,General_Interactions,0
11520,notwithstanding,B1,Daily_Life,General_Interactions,0
11521,nourish,B1,Daily_Life,General_Interactions,0
11522,nourishing,B1,Daily_Life,General_Interactions,0
11523,novel solution,B1,Daily_Life,General_Interactions,0
11524,novelty value,B1,Daily_Life,General_Interactions,0
11525,novice,B1,Daily_Life,General_Interactions,0
11526,nuance,B1,Daily_Life,General_Interactions,0
11527,nuanced,B1,Daily_Life,General_Interactions,0
11528,nuclear,B1,Daily_Life,General_Interactions,0
11529,nuisance,B1,Daily_Life,General_Interactions,0
11530,nullify,B1,Daily_Life,General_Interactions,0
11531,number,B1,Daily_Life,General_Interactions,0
11532,numbered,B1,Daily_Life,General_Interactions,0
11533,numerous,B1,Daily_Life,General_Interactions,0
11534,nurseries,B1,Health_Medicine,Healthcare_Hospital,0
11535,nut,B1,Daily_Life,General_Interactions,0
11536,nutrient,B1,Daily_Life,General_Interactions,0
11537,nutrients,B1,Daily_Life,General_Interactions,0
11538,nutrition,B1,Health_Medicine,Nutrition_Diet,0
11539,oak,B1,Daily_Life,General_Interactions,0
11540,oath,B1,Daily_Life,General_Interactions,0
11541,obdurate,B1,Business_Finance_Economy,Economy_Markets,0
11542,obey,B1,Daily_Life,General_Interactions,0
11543,obfuscate,B1,Daily_Life,General_Interactions,0
11544,object,B1,Daily_Life,General_Interactions,0
11545,objection,B1,Daily_Life,General_Interactions,0
11546,objective,B1,Daily_Life,General_Interactions,0
11547,oblique,B1,Daily_Life,General_Interactions,0
11548,obliterate,B1,Business_Finance_Economy,Economy_Markets,0
11549,obscure,B1,Health_Medicine,Illness_Diseases,0
11550,obsequious,B1,Daily_Life,General_Interactions,0
11551,observation,B1,Science_Nature,Research_Methods,0
11552,observations,B1,Science_Nature,Research_Methods,0
11553,observatories,B1,Daily_Life,General_Interactions,0
11554,observatory,B1,Daily_Life,General_Interactions,0
11555,observe,B1,Daily_Life,General_Interactions,0
11556,observe a festival,B1,Daily_Life,General_Interactions,0
11557,observed,B1,Daily_Life,General_Interactions,0
11558,obsession,B1,Daily_Life,General_Interactions,0
11559,obsession with,B1,Daily_Life,General_Interactions,0
11560,obsolescent,B1,Daily_Life,General_Interactions,0
11561,obstacles,B1,Daily_Life,General_Interactions,0
11562,obstinate,B1,Daily_Life,General_Interactions,0
11563,obstreperous,B1,Daily_Life,General_Interactions,0
11564,obtain permission,B1,Technology_Digital,Artificial_Intelligence,0
11565,obtrusive,B1,Daily_Life,General_Interactions,0
11566,obtuse,B1,Daily_Life,General_Interactions,0
11567,obviate,B1,Daily_Life,General_Interactions,0
11568,obvious,B1,Daily_Life,General_Interactions,0
11569,occasion,B1,Daily_Life,General_Interactions,0
11570,occasional twinge,B1,Daily_Life,General_Interactions,0
11571,occasionally,B1,Daily_Life,General_Interactions,0
11572,occult,B1,Daily_Life,General_Interactions,0
11573,occupation,B1,Business_Finance_Economy,Jobs_Careers,0
11574,occur,B1,Daily_Life,General_Interactions,0
11575,occurred,B1,Daily_Life,General_Interactions,0
11576,occurrence,B1,Daily_Life,General_Interactions,0
11577,occurring,B1,Daily_Life,General_Interactions,0
11578,occurs,B1,Daily_Life,General_Interactions,0
11579,ocean,B1,Science_Nature,Natural_Phenomena,0
11580,oceanography,B1,Science_Nature,Natural_Phenomena,0
11581,oceans,B1,Science_Nature,Natural_Phenomena,0
11582,oddness,B1,Daily_Life,General_Interactions,0
11583,odious,B1,Daily_Life,General_Interactions,0
11584,of legitimacy,B1,Daily_Life,General_Interactions,0
11585,of likelihood,B1,Technology_Digital,Social_Media,0
11586,of paramount importance,B1,Daily_Life,General_Interactions,0
11587,off the beaten track,B1,Health_Medicine,Healthcare_Hospital,0
11588,offender,B1,Daily_Life,General_Interactions,0
11589,offer,B1,Daily_Life,General_Interactions,0
11590,offer a discount,B1,Daily_Life,Shopping_Everyday,0
11591,offer an explanation,B1,Daily_Life,General_Interactions,0
11592,offered,B1,Daily_Life,General_Interactions,0
11593,offering,B1,Daily_Life,General_Interactions,0
11594,offers,B1,Daily_Life,General_Interactions,0
11595,office,B1,Daily_Life,General_Interactions,0
11596,officer,B1,Daily_Life,General_Interactions,0
11597,officious,B1,Daily_Life,General_Interactions,0
11598,offline,B1,Daily_Life,General_Interactions,0
11599,offset,B1,Daily_Life,General_Interactions,0
11600,offset carbon emissions,B1,Travel_Transportation,Road_Travel,0
11601,offshore wind farm,B1,Daily_Life,General_Interactions,0
11602,offspring,B1,Daily_Life,General_Interactions,0
11603,often,B1,Daily_Life,General_Interactions,0
11604,oil,B1,Daily_Life,General_Interactions,0
11605,old,B1,Daily_Life,General_Interactions,0
11606,old male,B1,Daily_Life,General_Interactions,0
11607,older,B1,Daily_Life,General_Interactions,0
11608,ominous,B1,Daily_Life,General_Interactions,0
11609,omnipotent,B1,Daily_Life,General_Interactions,0
11610,omnivorous,B1,Daily_Life,General_Interactions,0
11611,on bad terms,B1,Daily_Life,General_Interactions,0
11612,on the spur of the moment,B1,Daily_Life,General_Interactions,0
11613,on-site,B1,Daily_Life,General_Interactions,0
11614,one-quarter,B1,Communication_Media_Arts,Arts_Creativity,0
11615,one-third,B1,Daily_Life,General_Interactions,0
11616,one-way,B1,Daily_Life,General_Interactions,0
11617,onerous,B1,Daily_Life,General_Interactions,0
11618,online,B1,Technology_Digital,Software_Internet,0
11619,online banking,B1,Business_Finance_Economy,Finance_Banking,0
11620,online shopping,B1,Technology_Digital,Software_Internet,0
11621,onset,B1,Daily_Life,General_Interactions,0
11622,onto,B1,Daily_Life,General_Interactions,0
11623,opaque,B1,Daily_Life,General_Interactions,0
11624,open,B1,Daily_Life,General_Interactions,0
11625,open a current account,B1,Daily_Life,Home_Housing,0
11626,open all hours,B1,Daily_Life,Time_Management,0
11627,open hostility,B1,Daily_Life,General_Interactions,0
11628,open your heart to,B1,Communication_Media_Arts,Arts_Creativity,0
11629,opened,B1,Daily_Life,General_Interactions,0
11630,opening,B1,Daily_Life,General_Interactions,0
11631,opening gambit,B1,Daily_Life,General_Interactions,0
11632,opening remarks,B1,Daily_Life,General_Interactions,0
11633,opera,B1,Daily_Life,General_Interactions,0
11634,operate,B1,Business_Finance_Economy,Economy_Markets,0
11635,operated,B1,Business_Finance_Economy,Economy_Markets,0
11636,operation,B1,Daily_Life,General_Interactions,0
11637,opinion,B1,Communication_Media_Arts,Opinion_Discussion,0
11638,opinions,B1,Communication_Media_Arts,Opinion_Discussion,0
11639,opponent,B1,Daily_Life,General_Interactions,0
11640,opponents,B1,Daily_Life,General_Interactions,0
11641,opportunist,B1,Daily_Life,General_Interactions,0
11642,opportunities,B1,Daily_Life,General_Interactions,0
11643,opportunity arises,B1,Business_Finance_Economy,Entrepreneurship,0
11644,opposite,B1,Daily_Life,General_Interactions,0
11645,opposite number,B1,Daily_Life,General_Interactions,0
11646,opprobrious,B1,Daily_Life,General_Interactions,0
11647,opt,B1,Daily_Life,General_Interactions,0
11648,optical,B1,Daily_Life,General_Interactions,0
11649,optimal,B1,Daily_Life,General_Interactions,0
11650,optimize,B1,Daily_Life,General_Interactions,0
11651,option,B1,Daily_Life,General_Interactions,0
11652,opulent,B1,Daily_Life,General_Interactions,0
11653,oral,B1,Daily_Life,General_Interactions,0
11654,orator,B1,Daily_Life,General_Interactions,0
11655,orbit,B1,Daily_Life,General_Interactions,0
11656,orbital,B1,Daily_Life,General_Interactions,0
11657,orchestra,B1,Daily_Life,General_Interactions,0
11658,orchestrate,B1,Business_Finance_Economy,Economy_Markets,0
11659,orchestrated,B1,Business_Finance_Economy,Economy_Markets,0
11660,ordain,B1,Technology_Digital,Artificial_Intelligence,0
11661,ordeal,B1,Daily_Life,General_Interactions,0
11662,order a takeaway,B1,Daily_Life,General_Interactions,0
11663,ordered,B1,Daily_Life,General_Interactions,0
11664,ordinary,B1,Daily_Life,Routine_Activities,0
11665,ore,B1,Daily_Life,General_Interactions,0
11666,organ,B1,Daily_Life,General_Interactions,0
11667,organic,B1,Daily_Life,General_Interactions,0
11668,organise,B1,Daily_Life,General_Interactions,0
11669,organise a barbecue,B1,Daily_Life,General_Interactions,0
11670,organising,B1,Communication_Media_Arts,Speaking_Expressions,0
11671,organisms,B1,Science_Nature,Biology_Life_Sciences,0
11672,organization,B1,Daily_Life,General_Interactions,0
11673,organizations,B1,Daily_Life,General_Interactions,0
11674,organized,B1,Daily_Life,Time_Management,0
11675,organizer,B1,Daily_Life,Time_Management,0
11676,organizers,B1,Daily_Life,Time_Management,0
11677,orient,B1,Daily_Life,General_Interactions,0
11678,orientation,B1,Daily_Life,General_Interactions,0
11679,origin,B1,Daily_Life,General_Interactions,0
11680,original,B1,Daily_Life,General_Interactions,0
11681,originally,B1,Daily_Life,General_Interactions,0
11682,originate from,B1,Daily_Life,General_Interactions,0
11683,originated,B1,Daily_Life,General_Interactions,0
11684,origins,B1,Daily_Life,General_Interactions,0
11685,ornament,B1,Daily_Life,General_Interactions,0
11686,ornamental,B1,Health_Medicine,Mental_Health,0
11687,ornamentation,B1,Daily_Life,General_Interactions,0
11688,ornate,B1,Daily_Life,General_Interactions,0
11689,orthodox,B1,Daily_Life,General_Interactions,0
11690,oscillate,B1,Health_Medicine,Healthcare_Hospital,0
11691,oscillation,B1,Health_Medicine,Healthcare_Hospital,0
11692,ostensible,B1,Daily_Life,General_Interactions,0
11693,ostentatious,B1,Daily_Life,General_Interactions,0
11694,other side of the argument,B1,Communication_Media_Arts,Opinion_Discussion,0
11695,ought,B1,Daily_Life,General_Interactions,0
11696,oust,B1,Daily_Life,General_Interactions,0
11697,out of sight,B1,Daily_Life,General_Interactions,0
11698,outages,B1,Daily_Life,General_Interactions,0
11699,outbreak,B1,Daily_Life,General_Interactions,0
11700,outcome,B1,Daily_Life,General_Interactions,0
11701,outdated,B1,Daily_Life,General_Interactions,0
11702,outdoor,B1,Daily_Life,General_Interactions,0
11703,outer,B1,Daily_Life,General_Interactions,0
11704,outermost,B1,Daily_Life,General_Interactions,0
11705,outgoing,B1,Daily_Life,General_Interactions,0
11706,outline,B1,Daily_Life,General_Interactions,0
11707,outlook,B1,Daily_Life,General_Interactions,0
11708,outmoded,B1,Daily_Life,General_Interactions,0
11709,outpouring of grief,B1,Daily_Life,General_Interactions,0
11710,output,B1,Daily_Life,General_Interactions,0
11711,outright,B1,Society_Law_Politics,Law_Crime,0
11712,outside,B1,Daily_Life,General_Interactions,0
11713,outsider,B1,Daily_Life,General_Interactions,0
11714,outstanding debt,B1,Business_Finance_Economy,Finance_Banking,0
11715,outward,B1,Society_Law_Politics,Law_Crime,0
11716,over the course of time,B1,Education,University_School,0
11717,overall,B1,Daily_Life,General_Interactions,0
11718,overcome a hurdle,B1,Daily_Life,General_Interactions,0
11719,overcrowded train,B1,Technology_Digital,Artificial_Intelligence,0
11720,overfishing,B1,Daily_Life,General_Interactions,0
11721,overground,B1,Daily_Life,General_Interactions,0
11722,overhunting,B1,Daily_Life,General_Interactions,0
11723,overlie,B1,Daily_Life,General_Interactions,0
11724,overnight,B1,Daily_Life,General_Interactions,0
11725,override,B1,Daily_Life,General_Interactions,0
11726,overriding,B1,Daily_Life,General_Interactions,0
11727,oversaw,B1,Daily_Life,General_Interactions,0
11728,overseas,B1,Daily_Life,General_Interactions,0
11729,overshadowed,B1,Daily_Life,General_Interactions,0
11730,overstate a case,B1,Daily_Life,General_Interactions,0
11731,overstates,B1,Daily_Life,General_Interactions,0
11732,overtime,B1,Daily_Life,Time_Management,0
11733,overturn a verdict,B1,Daily_Life,General_Interactions,0
11734,overview,B1,Daily_Life,General_Interactions,0
11735,overwhelm,B1,Daily_Life,General_Interactions,0
11736,overwhelmed,B1,Daily_Life,General_Interactions,0
11737,overwhelming,B1,Daily_Life,General_Interactions,0
11738,overwhelming majority,B1,Daily_Life,General_Interactions,0
11739,overwrought,B1,Daily_Life,General_Interactions,0
11740,owl,B1,Daily_Life,General_Interactions,0
11741,owned,B1,Daily_Life,General_Interactions,0
11742,owner,B1,Daily_Life,General_Interactions,0
11743,owners,B1,Daily_Life,General_Interactions,0
11744,ownership,B1,Daily_Life,General_Interactions,0
11745,oxen,B1,Daily_Life,General_Interactions,0
11746,pace,B1,Daily_Life,General_Interactions,0
11747,pacifier,B1,Daily_Life,General_Interactions,0
11748,pacify,B1,Daily_Life,General_Interactions,0
11749,pack,B1,Daily_Life,General_Interactions,0
11750,pack of dogs,B1,Daily_Life,General_Interactions,0
11751,pack of hounds,B1,Daily_Life,General_Interactions,0
11752,pack of wolves,B1,Daily_Life,General_Interactions,0
11753,package,B1,Daily_Life,General_Interactions,0
11754,packaged,B1,Daily_Life,General_Interactions,0
11755,packed,B1,Daily_Life,General_Interactions,0
11756,packing,B1,Daily_Life,General_Interactions,0
11757,paddy,B1,Daily_Life,General_Interactions,0
11758,paean,B1,Daily_Life,General_Interactions,0
11759,page,B1,Daily_Life,General_Interactions,0
11760,paid,B1,Technology_Digital,Artificial_Intelligence,0
11761,pain,B1,Health_Medicine,Illness_Diseases,0
11762,painful,B1,Health_Medicine,Illness_Diseases,0
11763,paint,B1,Health_Medicine,Illness_Diseases,0
11764,paintbrush,B1,Health_Medicine,Illness_Diseases,0
11765,painted,B1,Health_Medicine,Illness_Diseases,0
11766,pair,B1,Technology_Digital,Artificial_Intelligence,0
11767,palate,B1,Daily_Life,General_Interactions,0
11768,palatial,B1,Daily_Life,General_Interactions,0
11769,pale,B1,Daily_Life,General_Interactions,0
11770,pale in comparison,B1,Daily_Life,General_Interactions,0
11771,paleontologist,B1,Daily_Life,General_Interactions,0
11772,paleontologists,B1,Daily_Life,General_Interactions,0
11773,paleontology,B1,Daily_Life,General_Interactions,0
11774,pales,B1,Daily_Life,General_Interactions,0
11775,palliate,B1,Daily_Life,General_Interactions,0
11776,palm,B1,Daily_Life,General_Interactions,0
11777,palpable,B1,Daily_Life,General_Interactions,0
11778,panache,B1,Daily_Life,General_Interactions,0
11779,pander to someone's every whim,B1,Daily_Life,General_Interactions,0
11780,pane,B1,Daily_Life,General_Interactions,0
11781,panel,B1,Daily_Life,General_Interactions,0
11782,panic,B1,Psychology_Emotions,Stress_Mental_State,0
11783,paperback,B1,Daily_Life,General_Interactions,0
11784,paradox,B1,Daily_Life,General_Interactions,0
11785,paradoxically,B1,Daily_Life,General_Interactions,0
11786,paragon,B1,Daily_Life,General_Interactions,0
11787,paragraph,B1,Daily_Life,General_Interactions,0
11788,parameter,B1,Daily_Life,General_Interactions,0
11789,parameters,B1,Daily_Life,General_Interactions,0
11790,parcel out,B1,Daily_Life,General_Interactions,0
11791,pare away,B1,Daily_Life,General_Interactions,0
11792,pariah,B1,Daily_Life,General_Interactions,0
11793,parish,B1,Daily_Life,General_Interactions,0
11794,park-and-ride scheme,B1,Daily_Life,General_Interactions,0
11795,parked,B1,Daily_Life,General_Interactions,0
11796,parking,B1,Daily_Life,General_Interactions,0
11797,parliamentary,B1,Society_Law_Politics,Government_Politics,0
11798,parody,B1,Daily_Life,General_Interactions,0
11799,parrot,B1,Daily_Life,General_Interactions,0
11800,parsimonious,B1,Daily_Life,General_Interactions,0
11801,part,B1,Communication_Media_Arts,Arts_Creativity,0
11802,partake,B1,Communication_Media_Arts,Arts_Creativity,0
11803,participant,B1,Communication_Media_Arts,Arts_Creativity,0
11804,participants,B1,Communication_Media_Arts,Arts_Creativity,0
11805,participate,B1,Communication_Media_Arts,Arts_Creativity,0
11806,participation,B1,Communication_Media_Arts,Arts_Creativity,0
11807,participatory,B1,Communication_Media_Arts,Arts_Creativity,0
11808,particles,B1,Science_Nature,Physics_Chemistry,0
11809,particularly,B1,Communication_Media_Arts,Arts_Creativity,0
11810,partly,B1,Communication_Media_Arts,Arts_Creativity,0
11811,partnerships,B1,Communication_Media_Arts,Arts_Creativity,0
11812,partridge,B1,Communication_Media_Arts,Arts_Creativity,0
11813,party,B1,Communication_Media_Arts,Arts_Creativity,0
11814,pass a milestone,B1,Education,Exams_Assessments,0
11815,pass judgment on,B1,Education,Exams_Assessments,0
11816,pass laws,B1,Education,Exams_Assessments,0
11817,pass on judgement,B1,Education,Exams_Assessments,0
11818,pass up a chance,B1,Education,Exams_Assessments,0
11819,pass up an opportunity,B1,Education,Exams_Assessments,0
11820,passages,B1,Education,Exams_Assessments,0
11821,passed,B1,Education,Exams_Assessments,0
11822,passenger,B1,Education,Exams_Assessments,0
11823,passersby,B1,Education,Exams_Assessments,0
11824,passing,B1,Education,Exams_Assessments,0
11825,passionate,B1,Education,Exams_Assessments,0
11826,passionate entreaty,B1,Education,Exams_Assessments,0
11827,passive,B1,Education,Exams_Assessments,0
11828,past,B1,Daily_Life,General_Interactions,0
11829,patch,B1,Daily_Life,General_Interactions,0
11830,patent,B1,Daily_Life,General_Interactions,0
11831,path,B1,Daily_Life,General_Interactions,0
11832,pathetic,B1,Daily_Life,General_Interactions,0
11833,pathos,B1,Daily_Life,General_Interactions,0
11834,paths,B1,Daily_Life,General_Interactions,0
11835,pathway,B1,Daily_Life,General_Interactions,0
11836,patience,B1,Daily_Life,General_Interactions,0
11837,patient,B1,Health_Medicine,Healthcare_Hospital,0
11838,patients,B1,Health_Medicine,Healthcare_Hospital,0
11839,patio,B1,Daily_Life,General_Interactions,0
11840,patriarch,B1,Daily_Life,General_Interactions,0
11841,patrols,B1,Daily_Life,General_Interactions,0
11842,patronage,B1,Daily_Life,General_Interactions,0
11843,patrons,B1,Daily_Life,General_Interactions,0
11844,patterns,B1,Daily_Life,General_Interactions,0
11845,pause,B1,Daily_Life,General_Interactions,0
11846,paved,B1,Daily_Life,General_Interactions,0
11847,pavement,B1,Daily_Life,General_Interactions,0
11848,pay,B1,Business_Finance_Economy,Business_Management,0
11849,pay back a loan,B1,Business_Finance_Economy,Finance_Banking,0
11850,pay dividends,B1,Business_Finance_Economy,Business_Management,0
11851,pay someone a visit,B1,Daily_Life,General_Interactions,0
11852,pay to tribute,B1,Business_Finance_Economy,Business_Management,0
11853,payable,B1,Business_Finance_Economy,Business_Management,0
11854,paying,B1,Business_Finance_Economy,Business_Management,0
11855,payment,B1,Business_Finance_Economy,Business_Management,0
11856,pea-sized,B1,Daily_Life,General_Interactions,0
11857,peace,B1,Psychology_Emotions,Stress_Mental_State,0
11858,peak,B1,Daily_Life,General_Interactions,0
11859,peak time,B1,Daily_Life,Time_Management,0
11860,peccadillo,B1,Health_Medicine,Healthcare_Hospital,0
11861,pedantic,B1,Daily_Life,General_Interactions,0
11862,pedestrian,B1,Daily_Life,General_Interactions,0
11863,pedometer,B1,Daily_Life,General_Interactions,0
11864,peel,B1,Daily_Life,General_Interactions,0
11865,peers,B1,Daily_Life,General_Interactions,0
11866,pen,B1,Daily_Life,General_Interactions,0
11867,penalty,B1,Daily_Life,General_Interactions,0
11868,penchant,B1,Daily_Life,General_Interactions,0
11869,pencil in a meeting,B1,Daily_Life,General_Interactions,0
11870,pending the outcome,B1,Daily_Life,General_Interactions,0
11871,pending the response,B1,Psychology_Emotions,Behavior,0
11872,pending the results,B1,Daily_Life,General_Interactions,0
11873,penetrate,B1,Business_Finance_Economy,Economy_Markets,0
11874,penitent,B1,Daily_Life,General_Interactions,0
11875,pensive,B1,Daily_Life,General_Interactions,0
11876,pent-up anger,B1,Daily_Life,General_Interactions,0
11877,people,B1,Daily_Life,General_Interactions,0
11878,peoples,B1,Daily_Life,General_Interactions,0
11879,peppermint,B1,Daily_Life,General_Interactions,0
11880,per,B1,Daily_Life,General_Interactions,0
11881,percent,B1,Daily_Life,General_Interactions,0
11882,perceptible,B1,Daily_Life,General_Interactions,0
11883,perception,B1,Daily_Life,General_Interactions,0
11884,peremptory,B1,Daily_Life,General_Interactions,0
11885,perennial,B1,Daily_Life,General_Interactions,0
11886,perfect,B1,Daily_Life,General_Interactions,0
11887,perfect a technique,B1,Technology_Digital,Software_Internet,0
11888,perfect venue,B1,Daily_Life,General_Interactions,0
11889,perfectly friendly,B1,Daily_Life,General_Interactions,0
11890,perform,B1,Communication_Media_Arts,Speaking_Expressions,0
11891,perform a dance,B1,Communication_Media_Arts,Arts_Creativity,0
11892,perform a task,B1,Daily_Life,Routine_Activities,0
11893,performance,B1,Communication_Media_Arts,Speaking_Expressions,0
11894,performed,B1,Communication_Media_Arts,Speaking_Expressions,0
11895,performing,B1,Communication_Media_Arts,Speaking_Expressions,0
11896,perfume,B1,Daily_Life,General_Interactions,0
11897,perfunctory,B1,Daily_Life,General_Interactions,0
11898,peril,B1,Daily_Life,General_Interactions,0
11899,period,B1,Daily_Life,General_Interactions,0
11900,periodically,B1,Daily_Life,General_Interactions,0
11901,periods,B1,Daily_Life,General_Interactions,0
11902,peripheral,B1,Daily_Life,General_Interactions,0
11903,perishable,B1,Daily_Life,General_Interactions,0
11904,perk,B1,Daily_Life,General_Interactions,0
11905,permission,B1,Daily_Life,General_Interactions,0
11906,permit,B1,Daily_Life,General_Interactions,0
11907,permitted,B1,Daily_Life,General_Interactions,0
11908,pernicious,B1,Daily_Life,General_Interactions,0
11909,perpendicular,B1,Daily_Life,General_Interactions,0
11910,perpetual,B1,Daily_Life,General_Interactions,0
11911,perpetuate,B1,Daily_Life,General_Interactions,0
11912,perplexed,B1,Daily_Life,General_Interactions,0
11913,persisted,B1,Daily_Life,General_Interactions,0
11914,persistence,B1,Daily_Life,General_Interactions,0
11915,person,B1,Psychology_Emotions,Feelings_Emotions,0
11916,personal,B1,Psychology_Emotions,Feelings_Emotions,0
11917,personality,B1,Psychology_Emotions,Personality,0
11918,personality traits,B1,Technology_Digital,Artificial_Intelligence,0
11919,personalized,B1,Psychology_Emotions,Feelings_Emotions,0
11920,personnel,B1,Psychology_Emotions,Feelings_Emotions,0
11921,perspectives,B1,Communication_Media_Arts,Opinion_Discussion,0
11922,perspicacious,B1,Daily_Life,General_Interactions,0
11923,persuasive,B1,Daily_Life,General_Interactions,0
11924,persuasively,B1,Daily_Life,General_Interactions,0
11925,pertain,B1,Technology_Digital,Artificial_Intelligence,0
11926,pertinent,B1,Daily_Life,General_Interactions,0
11927,perturb,B1,Daily_Life,General_Interactions,0
11928,peruse,B1,Daily_Life,General_Interactions,0
11929,pervasive,B1,Daily_Life,General_Interactions,0
11930,pest,B1,Daily_Life,General_Interactions,0
11931,pests,B1,Daily_Life,General_Interactions,0
11932,petulant,B1,Daily_Life,General_Interactions,0
11933,phase,B1,Daily_Life,General_Interactions,0
11934,phenomenal,B1,Daily_Life,General_Interactions,0
11935,phenomenon,B1,Science_Nature,Natural_Phenomena,0
11936,pheromones,B1,Daily_Life,General_Interactions,0
11937,philosophical,B1,Daily_Life,General_Interactions,0
11938,phlegmatic,B1,Daily_Life,General_Interactions,0
11939,photo,B1,Daily_Life,General_Interactions,0
11940,photographer,B1,Daily_Life,General_Interactions,0
11941,photoperiod,B1,Daily_Life,General_Interactions,0
11942,photoperiodism,B1,Daily_Life,General_Interactions,0
11943,photovoltaic,B1,Technology_Digital,Artificial_Intelligence,0
11944,phrase,B1,Daily_Life,General_Interactions,0
11945,physical exertion,B1,Daily_Life,General_Interactions,0
11946,physically,B1,Daily_Life,General_Interactions,0
11947,physiognomy,B1,Daily_Life,General_Interactions,0
11948,physiological,B1,Daily_Life,General_Interactions,0
11949,piano,B1,Daily_Life,General_Interactions,0
11950,pick a fight,B1,Daily_Life,General_Interactions,0
11951,picked,B1,Daily_Life,General_Interactions,0
11952,picture,B1,Daily_Life,General_Interactions,0
11953,picturesque location,B1,Travel_Transportation,Navigation_Directions,0
11954,picturesque town,B1,Daily_Life,General_Interactions,0
11955,picturesque village,B1,Health_Medicine,Healthcare_Hospital,0
11956,picturing,B1,Daily_Life,General_Interactions,0
11957,piece,B1,Daily_Life,General_Interactions,0
11958,piece together,B1,Daily_Life,General_Interactions,0
11959,piety,B1,Daily_Life,General_Interactions,0
11960,pigeon,B1,Daily_Life,General_Interactions,0
11961,pigment,B1,Daily_Life,General_Interactions,0
11962,pigmentation,B1,Daily_Life,General_Interactions,0
11963,pilot,B1,Travel_Transportation,Air_Travel,0
11964,pilots',B1,Travel_Transportation,Air_Travel,0
11965,pin,B1,Daily_Life,General_Interactions,0
11966,pinch,B1,Daily_Life,General_Interactions,0
11967,pinnacle,B1,Daily_Life,General_Interactions,0
11968,pioneer,B1,Daily_Life,General_Interactions,0
11969,pioneered,B1,Daily_Life,General_Interactions,0
11970,pioneers,B1,Daily_Life,General_Interactions,0
11971,pitfalls,B1,Daily_Life,General_Interactions,0
11972,pivotal,B1,Daily_Life,General_Interactions,0
11973,placate,B1,Daily_Life,General_Interactions,0
11974,place,B1,Daily_Life,General_Interactions,0
11975,place an order,B1,Daily_Life,General_Interactions,0
11976,place great value on,B1,Health_Medicine,Healthcare_Hospital,0
11977,placed,B1,Daily_Life,General_Interactions,0
11978,placement,B1,Daily_Life,General_Interactions,0
11979,placing,B1,Daily_Life,General_Interactions,0
11980,plague,B1,Daily_Life,General_Interactions,0
11981,plain food,B1,Health_Medicine,Nutrition_Diet,0
11982,plain truth,B1,Technology_Digital,Artificial_Intelligence,0
11983,plains,B1,Technology_Digital,Artificial_Intelligence,0
11984,plaintive,B1,Technology_Digital,Artificial_Intelligence,0
11985,plan,B1,Daily_Life,General_Interactions,0
11986,plane,B1,Travel_Transportation,Air_Travel,0
11987,planet,B1,Travel_Transportation,Air_Travel,0
11988,planets,B1,Travel_Transportation,Air_Travel,0
11989,planking,B1,Daily_Life,General_Interactions,0
11990,planned,B1,Daily_Life,General_Interactions,0
11991,planner,B1,Daily_Life,General_Interactions,0
11992,planners,B1,Daily_Life,General_Interactions,0
11993,planning,B1,Daily_Life,Time_Management,0
11994,plans,B1,Daily_Life,General_Interactions,0
11995,plant,B1,Science_Nature,Biology_Life_Sciences,0
11996,plant doubts,B1,Science_Nature,Biology_Life_Sciences,0
11997,plant-cutting,B1,Science_Nature,Biology_Life_Sciences,0
11998,planted,B1,Science_Nature,Biology_Life_Sciences,0
11999,planting,B1,Science_Nature,Biology_Life_Sciences,0
12000,plasma,B1,Daily_Life,General_Interactions,0
12001,plate,B1,Daily_Life,General_Interactions,0
12002,plates,B1,Daily_Life,General_Interactions,0
12003,platforms,B1,Travel_Transportation,Public_Transport,0
12004,platonic relationships,B1,Daily_Life,General_Interactions,0
12005,plausible,B1,Daily_Life,General_Interactions,0
12006,play,B1,Communication_Media_Arts,Speaking_Expressions,0
12007,play a dirty trick,B1,Communication_Media_Arts,Speaking_Expressions,0
12008,play brilliantly,B1,Health_Medicine,Healthcare_Hospital,0
12009,play host to,B1,Communication_Media_Arts,Speaking_Expressions,0
12010,play the stock market,B1,Business_Finance_Economy,Economy_Markets,0
12011,play truant,B1,Communication_Media_Arts,Speaking_Expressions,0
12012,played,B1,Communication_Media_Arts,Speaking_Expressions,0
12013,playing,B1,Communication_Media_Arts,Speaking_Expressions,0
12014,playlist,B1,Communication_Media_Arts,Speaking_Expressions,0
12015,plays,B1,Communication_Media_Arts,Speaking_Expressions,0
12016,plead,B1,Daily_Life,General_Interactions,0
12017,pleasant,B1,Daily_Life,General_Interactions,0
12018,please,B1,Daily_Life,General_Interactions,0
12019,pleased,B1,Daily_Life,General_Interactions,0
12020,pleasure,B1,Daily_Life,General_Interactions,0
12021,plethora,B1,Daily_Life,General_Interactions,0
