id,phrase,level,main_category,sub_category
12099,rainwater,B1,Technology_Digital,Artificial_Intelligence
12100,rainy,B1,Technology_Digital,Artificial_Intelligence
12101,raise,B1,Technology_Digital,Artificial_Intelligence
12102,raise interest rates,B1,Business_Finance_Economy,Economy_Markets
12103,raise your glasses,B1,Technology_Digital,Artificial_Intelligence
12104,raise your voice,B1,Technology_Digital,Artificial_Intelligence
12105,raised,B1,Technology_Digital,Artificial_Intelligence
12106,raises,B1,Technology_Digital,Artificial_Intelligence
12107,raising,B1,Technology_Digital,Artificial_Intelligence
12108,ram,B1,Daily_Life,General_Interactions
12109,rampant inflation,B1,Business_Finance_Economy,Economy_Markets
12110,ran,B1,Daily_Life,General_Interactions
12111,rancor,B1,Daily_Life,General_Interactions
12112,ranged,B1,Daily_Life,General_Interactions
12113,rapacious,B1,Daily_Life,General_Interactions
12114,rapid,B1,Daily_Life,General_Interactions
12115,rapidly,B1,Daily_Life,General_Interactions
12116,rare,B1,Daily_Life,General_Interactions
12117,rare illness,B1,Health_Medicine,Illness_Diseases
12118,rarest,B1,Daily_Life,General_Interactions
12119,rash,B1,Daily_Life,General_Interactions
12120,rash promise,B1,Daily_Life,General_Interactions
12121,rat,B1,Daily_Life,General_Interactions
12122,rate,B1,Business_Finance_Economy,Economy_Markets
12123,rated,B1,Business_Finance_Economy,Economy_Markets
12124,rather,B1,Daily_Life,General_Interactions
12125,rationale,B1,Daily_Life,General_Interactions
12126,ravage,B1,Daily_Life,General_Interactions
12127,raw,B1,Daily_Life,General_Interactions
12128,re-open a debate,B1,Communication_Media_Arts,Opinion_Discussion
12129,reach,B1,Daily_Life,General_Interactions
12130,reach agreement,B1,Communication_Media_Arts,Opinion_Discussion
12131,reach fever pitch,B1,Daily_Life,General_Interactions
12132,reach the decision,B1,Daily_Life,General_Interactions
12133,reached,B1,Daily_Life,General_Interactions
12134,reaching,B1,Daily_Life,General_Interactions
12135,reacted,B1,Psychology_Emotions,Behavior
12136,reactions,B1,Science_Nature,Physics_Chemistry
12137,reactor,B1,Psychology_Emotions,Behavior
12138,read a subject at university,B1,Education,University_School
12139,reader,B1,Communication_Media_Arts,Speaking_Expressions
12140,readiness,B1,Communication_Media_Arts,Speaking_Expressions
12141,reading,B1,Communication_Media_Arts,Speaking_Expressions
12142,ready,B1,Communication_Media_Arts,Speaking_Expressions
12143,reaffirm a commitment,B1,Daily_Life,General_Interactions
12144,real-time,B1,Daily_Life,Time_Management
12145,realise your potential,B1,Daily_Life,General_Interactions
12146,realised,B1,Daily_Life,General_Interactions
12147,realize,B1,Daily_Life,General_Interactions
12148,realized,B1,Daily_Life,General_Interactions
12149,realizing,B1,Daily_Life,General_Interactions
12150,reallocate,B1,Daily_Life,General_Interactions
12151,really,B1,Daily_Life,General_Interactions
12152,really / very much look forward to,B1,Society_Law_Politics,Law_Crime
12153,really get to someone,B1,Daily_Life,General_Interactions
12154,really good,B1,Daily_Life,General_Interactions
12155,realm,B1,Daily_Life,General_Interactions
12156,reappear,B1,Technology_Digital,Software_Internet
12157,rear,B1,Daily_Life,General_Interactions
12158,reason,B1,Daily_Life,General_Interactions
12159,reasoning,B1,Daily_Life,General_Interactions
12160,rebellion,B1,Daily_Life,General_Interactions
12161,rebirth,B1,Daily_Life,General_Interactions
12162,rebound,B1,Daily_Life,General_Interactions
12163,rebuilt,B1,Daily_Life,General_Interactions
12164,recalcitrant,B1,Daily_Life,General_Interactions
12165,recant,B1,Daily_Life,General_Interactions
12166,received,B1,Daily_Life,General_Interactions
12167,receiver,B1,Daily_Life,General_Interactions
12168,receiving,B1,Daily_Life,General_Interactions
12169,recent,B1,Daily_Life,General_Interactions
12170,recently,B1,Daily_Life,General_Interactions
12171,reception,B1,Daily_Life,General_Interactions
12172,receptivity to,B1,Daily_Life,General_Interactions
12173,recharge,B1,Daily_Life,General_Interactions
12174,recipe,B1,Daily_Life,General_Interactions
12175,recipes,B1,Daily_Life,General_Interactions
12176,recipients,B1,Daily_Life,General_Interactions
12177,recklessness,B1,Daily_Life,General_Interactions
12178,recluse,B1,Daily_Life,General_Interactions
12179,recognize,B1,Daily_Life,General_Interactions
12180,recognized,B1,Daily_Life,General_Interactions
12181,recollect,B1,Daily_Life,General_Interactions
12182,recommend,B1,Daily_Life,General_Interactions
12183,recommendation,B1,Daily_Life,General_Interactions
12184,reconcile,B1,Daily_Life,General_Interactions
12185,recondite,B1,Daily_Life,General_Interactions
12186,reconnaissance,B1,Technology_Digital,Artificial_Intelligence
12187,reconsider,B1,Daily_Life,General_Interactions
12188,reconstruct,B1,Daily_Life,General_Interactions
12189,recorded,B1,Daily_Life,General_Interactions
12190,recorder,B1,Daily_Life,General_Interactions
12191,recording,B1,Daily_Life,General_Interactions
12192,recordings,B1,Daily_Life,General_Interactions
12193,records,B1,Daily_Life,General_Interactions
12194,recount,B1,Daily_Life,General_Interactions
12195,recourse,B1,Education,University_School
12196,recovered,B1,Health_Medicine,Healthcare_Hospital
12197,recovering,B1,Health_Medicine,Healthcare_Hospital
12198,recovery,B1,Health_Medicine,Healthcare_Hospital
12199,recovery of money,B1,Business_Finance_Economy,Finance_Banking
12200,recreate,B1,Health_Medicine,Healthcare_Hospital
12201,recruit,B1,Daily_Life,General_Interactions
12202,rectangle,B1,Daily_Life,General_Interactions
12203,rectify,B1,Daily_Life,General_Interactions
12204,recumbent,B1,Daily_Life,General_Interactions
12205,recuperate,B1,Business_Finance_Economy,Economy_Markets
12206,recur,B1,Daily_Life,General_Interactions
12207,recycle,B1,Daily_Life,General_Interactions
12208,recycle waste,B1,Daily_Life,General_Interactions
12209,reddest,B1,Daily_Life,General_Interactions
12210,rediscover,B1,Science_Nature,Natural_Phenomena
12211,redolent,B1,Daily_Life,General_Interactions
12212,reduce,B1,Daily_Life,General_Interactions
12213,reduce your carbon footprint,B1,Travel_Transportation,Road_Travel
12214,reduce your stress level,B1,Health_Medicine,Mental_Health
12215,reduced,B1,Daily_Life,General_Interactions
12216,reduces,B1,Daily_Life,General_Interactions
12217,reducing,B1,Daily_Life,General_Interactions
12218,reduction,B1,Daily_Life,General_Interactions
12219,redundancy,B1,Daily_Life,General_Interactions
12220,reel,B1,Daily_Life,General_Interactions
12221,refer,B1,Daily_Life,General_Interactions
12222,references,B1,Daily_Life,General_Interactions
12223,referred,B1,Daily_Life,General_Interactions
12224,refined,B1,Daily_Life,General_Interactions
12225,reflects,B1,Daily_Life,General_Interactions
12226,reflexivity,B1,Daily_Life,General_Interactions
12227,reformation,B1,Society_Law_Politics,Public_Policies
12228,refractory,B1,Psychology_Emotions,Behavior
12229,refrain,B1,Technology_Digital,Artificial_Intelligence
12230,refreshments,B1,Daily_Life,General_Interactions
12231,refrigeration,B1,Daily_Life,General_Interactions
12232,refuge,B1,Daily_Life,General_Interactions
12233,refulgent,B1,Daily_Life,General_Interactions
12234,refuse,B1,Daily_Life,General_Interactions
12235,refuse point-blank,B1,Daily_Life,General_Interactions
12236,refused,B1,Daily_Life,General_Interactions
12237,regale,B1,Daily_Life,General_Interactions
12238,regarded,B1,Daily_Life,General_Interactions
12239,regardless,B1,Daily_Life,General_Interactions
12240,regenerate,B1,Business_Finance_Economy,Economy_Markets
12241,regime topples,B1,Society_Law_Politics,Government_Politics
12242,regions,B1,Daily_Life,General_Interactions
12243,registered,B1,Daily_Life,General_Interactions
12244,registering,B1,Daily_Life,General_Interactions
12245,registrar,B1,Daily_Life,General_Interactions
12246,registration,B1,Daily_Life,General_Interactions
12247,regrettable,B1,Daily_Life,General_Interactions
12248,regrettably,B1,Daily_Life,General_Interactions
12249,regular,B1,Daily_Life,Routine_Activities
12250,regular customer,B1,Daily_Life,Routine_Activities
12251,regular update,B1,Daily_Life,Routine_Activities
12252,regularly,B1,Daily_Life,Routine_Activities
12253,regulates,B1,Daily_Life,General_Interactions
12254,regulating,B1,Daily_Life,General_Interactions
12255,regulation,B1,Society_Law_Politics,Public_Policies
12256,regulations,B1,Society_Law_Politics,Public_Policies
12257,regulatory,B1,Daily_Life,General_Interactions
12258,rehearse,B1,Daily_Life,General_Interactions
12259,reign,B1,Daily_Life,General_Interactions
12260,reintroduce,B1,Daily_Life,General_Interactions
12261,reiterate,B1,Business_Finance_Economy,Economy_Markets
12262,reject a charge,B1,Daily_Life,General_Interactions
12263,reject out of hand,B1,Daily_Life,General_Interactions
12264,rejection,B1,Daily_Life,General_Interactions
12265,rekindle memories,B1,Psychology_Emotions,Personality
12266,related,B1,Daily_Life,General_Interactions
12267,relating,B1,Daily_Life,General_Interactions
12268,relationship,B1,Daily_Life,General_Interactions
12269,relationship breaks down,B1,Daily_Life,General_Interactions
12270,relationships,B1,Daily_Life,General_Interactions
12271,relative,B1,Daily_Life,General_Interactions
12272,relatively,B1,Daily_Life,General_Interactions
12273,relaxation,B1,Psychology_Emotions,Stress_Mental_State
12274,relaxed,B1,Psychology_Emotions,Stress_Mental_State
12275,relaxing,B1,Psychology_Emotions,Stress_Mental_State
12276,released,B1,Daily_Life,General_Interactions
12277,releasing,B1,Communication_Media_Arts,Speaking_Expressions
12278,relegate,B1,Daily_Life,General_Interactions
12279,reliability,B1,Education,Learning_Skills
12280,reliable public transport,B1,Health_Medicine,Fitness_Exercise
12281,reliable source,B1,Daily_Life,General_Interactions
12282,relics,B1,Daily_Life,General_Interactions
12283,relied,B1,Daily_Life,General_Interactions
12284,relief,B1,Daily_Life,General_Interactions
12285,relieve,B1,Daily_Life,General_Interactions
12286,relieve someone of their duties,B1,Daily_Life,General_Interactions
12287,relieved,B1,Daily_Life,General_Interactions
12288,relieves,B1,Daily_Life,General_Interactions
12289,religion,B1,Daily_Life,General_Interactions
12290,religious,B1,Daily_Life,General_Interactions
12291,relish,B1,Daily_Life,General_Interactions
12292,relish a challenge,B1,Daily_Life,General_Interactions
12293,relocate,B1,Daily_Life,General_Interactions
12294,relocation,B1,Travel_Transportation,Navigation_Directions
12295,reluctant,B1,Daily_Life,General_Interactions
12296,rely on,B1,Daily_Life,General_Interactions
12297,remain,B1,Technology_Digital,Artificial_Intelligence
12298,remain on friendly terms,B1,Technology_Digital,Artificial_Intelligence
12299,remain unchanged,B1,Technology_Digital,Artificial_Intelligence
12300,remained,B1,Technology_Digital,Artificial_Intelligence
12301,remaining,B1,Technology_Digital,Artificial_Intelligence
12302,remains,B1,Technology_Digital,Artificial_Intelligence
12303,remand in custody,B1,Daily_Life,General_Interactions
12304,remarkably,B1,Daily_Life,General_Interactions
12305,remediable,B1,Communication_Media_Arts,Media_Journalism
12306,remember,B1,Daily_Life,General_Interactions
12307,remembered,B1,Daily_Life,General_Interactions
12308,remind,B1,Health_Medicine,Mental_Health
12309,reminded,B1,Health_Medicine,Mental_Health
12310,reminder,B1,Health_Medicine,Mental_Health
12311,reminding,B1,Health_Medicine,Mental_Health
12312,remnant,B1,Daily_Life,General_Interactions
12313,remnants,B1,Daily_Life,General_Interactions
12314,remonstrate,B1,Business_Finance_Economy,Economy_Markets
12315,remote,B1,Daily_Life,General_Interactions
12316,remote access your email,B1,Technology_Digital,Software_Internet
12317,removal,B1,Daily_Life,General_Interactions
12318,removed,B1,Daily_Life,General_Interactions
12319,render,B1,Daily_Life,General_Interactions
12320,render obsolete,B1,Daily_Life,General_Interactions
12321,rendering,B1,Daily_Life,General_Interactions
12322,renew,B1,Daily_Life,General_Interactions
12323,renewable energy,B1,Science_Nature,Physics_Chemistry
12324,renewal,B1,Daily_Life,General_Interactions
12325,renewed,B1,Daily_Life,General_Interactions
12326,renounce,B1,Daily_Life,General_Interactions
12327,renovation,B1,Daily_Life,General_Interactions
12328,renovations,B1,Daily_Life,General_Interactions
12329,renting,B1,Daily_Life,Home_Housing
12330,reopen,B1,Daily_Life,General_Interactions
12331,rep,B1,Daily_Life,General_Interactions
12332,repair,B1,Technology_Digital,Artificial_Intelligence
12333,repairing,B1,Technology_Digital,Artificial_Intelligence
12334,repairs,B1,Technology_Digital,Artificial_Intelligence
12335,reparation,B1,Daily_Life,General_Interactions
12336,repeat,B1,Health_Medicine,Healthcare_Hospital
12337,repeated,B1,Health_Medicine,Healthcare_Hospital
12338,repel,B1,Daily_Life,General_Interactions
12339,repercussion,B1,Daily_Life,General_Interactions
12340,replace,B1,Daily_Life,General_Interactions
12341,replaced,B1,Daily_Life,General_Interactions
12342,replacement bus service,B1,Travel_Transportation,Public_Transport
12343,replacing,B1,Daily_Life,General_Interactions
12344,replay,B1,Communication_Media_Arts,Speaking_Expressions
12345,replaying,B1,Communication_Media_Arts,Speaking_Expressions
12346,replenish,B1,Daily_Life,General_Interactions
12347,replete,B1,Daily_Life,General_Interactions
12348,replicas,B1,Daily_Life,General_Interactions
12349,replicate,B1,Daily_Life,General_Interactions
12350,replicating,B1,Daily_Life,General_Interactions
12351,report,B1,Communication_Media_Arts,Media_Journalism
12352,repose,B1,Daily_Life,General_Interactions
12353,reprehensible,B1,Daily_Life,General_Interactions
12354,represent,B1,Communication_Media_Arts,Speaking_Expressions
12355,representation,B1,Education,Classroom_Interaction
12356,repress,B1,Communication_Media_Arts,Media_Journalism
12357,reproach,B1,Daily_Life,General_Interactions
12358,reprobate,B1,Daily_Life,General_Interactions
12359,reproduce,B1,Daily_Life,General_Interactions
12360,reproduction,B1,Daily_Life,Shopping_Everyday
12361,republic,B1,Daily_Life,General_Interactions
12362,repudiate,B1,Daily_Life,General_Interactions
12363,repugnant,B1,Daily_Life,General_Interactions
12364,reputation,B1,Daily_Life,General_Interactions
12365,request an extension,B1,Daily_Life,General_Interactions
12366,requesting,B1,Daily_Life,General_Interactions
12367,required,B1,Daily_Life,General_Interactions
12368,requirement,B1,Daily_Life,General_Interactions
12369,requirements,B1,Daily_Life,General_Interactions
12370,requires,B1,Daily_Life,General_Interactions
12371,rescheduled,B1,Daily_Life,Routine_Activities
12372,rescind,B1,Daily_Life,General_Interactions
12373,rescue,B1,Daily_Life,General_Interactions
12374,rescued,B1,Daily_Life,General_Interactions
12375,rescuing,B1,Daily_Life,General_Interactions
12376,research ethics,B1,Education,Academic_Study
12377,research indicates,B1,Education,Academic_Study
12378,researcher,B1,Education,Academic_Study
12379,researchers,B1,Education,Academic_Study
12380,resembling,B1,Daily_Life,General_Interactions
12381,reserve,B1,Daily_Life,General_Interactions
12382,reshape,B1,Daily_Life,General_Interactions
12383,reshaped,B1,Daily_Life,General_Interactions
12384,reshelve,B1,Daily_Life,General_Interactions
12385,resident,B1,Daily_Life,General_Interactions
12386,residential,B1,Daily_Life,General_Interactions
12387,residential dwellings,B1,Daily_Life,General_Interactions
12388,residents,B1,Daily_Life,General_Interactions
12389,resign from office,B1,Business_Finance_Economy,Jobs_Careers
12390,resignation,B1,Business_Finance_Economy,Jobs_Careers
12391,resilience,B1,Daily_Life,General_Interactions
12392,resolute,B1,Daily_Life,General_Interactions
12393,resolution,B1,Daily_Life,General_Interactions
12394,resonant,B1,Daily_Life,General_Interactions
12395,resonates,B1,Daily_Life,General_Interactions
12396,resort,B1,Travel_Transportation,Hotels_Tourism
12397,resources,B1,Daily_Life,General_Interactions
12398,respect,B1,Society_Law_Politics,Human_Rights
12399,respect someone's wishes,B1,Society_Law_Politics,Human_Rights
12400,respective,B1,Society_Law_Politics,Human_Rights
12401,respectively,B1,Society_Law_Politics,Human_Rights
12402,respiration,B1,Daily_Life,General_Interactions
12403,respiratory,B1,Daily_Life,General_Interactions
12404,respite,B1,Daily_Life,General_Interactions
12405,resplendent,B1,Daily_Life,General_Interactions
12406,respond to an emergency,B1,Daily_Life,General_Interactions
12407,respond well to treatment,B1,Health_Medicine,Healthcare_Hospital
12408,responded,B1,Daily_Life,General_Interactions
12409,response,B1,Psychology_Emotions,Behavior
12410,responsibility,B1,Daily_Life,General_Interactions
12411,responsible,B1,Daily_Life,General_Interactions
12412,rest,B1,Daily_Life,General_Interactions
12413,resting,B1,Daily_Life,General_Interactions
12414,restoration,B1,Daily_Life,General_Interactions
12415,restorative,B1,Daily_Life,General_Interactions
12416,restore peace,B1,Psychology_Emotions,Stress_Mental_State
12417,restore power,B1,Daily_Life,Shopping_Everyday
12418,restore to its former glory,B1,Daily_Life,Shopping_Everyday
12419,restraint,B1,Technology_Digital,Artificial_Intelligence
12420,restricted,B1,Daily_Life,General_Interactions
12421,restricts,B1,Daily_Life,General_Interactions
12422,result,B1,Daily_Life,General_Interactions
12423,result problem,B1,Daily_Life,General_Interactions
12424,resulted,B1,Daily_Life,General_Interactions
12425,resulting,B1,Daily_Life,General_Interactions
12426,resume,B1,Daily_Life,General_Interactions
12427,resurgence,B1,Daily_Life,General_Interactions
12428,retail,B1,Technology_Digital,Artificial_Intelligence
12429,retained,B1,Technology_Digital,Artificial_Intelligence
12430,retarded,B1,Daily_Life,General_Interactions
12431,retention,B1,Daily_Life,General_Interactions
12432,reticent,B1,Daily_Life,General_Interactions
12433,retired,B1,Daily_Life,General_Interactions
12434,retrain,B1,Technology_Digital,Artificial_Intelligence
12435,retreat,B1,Health_Medicine,Healthcare_Hospital
12436,retrospect,B1,Daily_Life,General_Interactions
12437,retrospective,B1,Daily_Life,General_Interactions
12438,return,B1,Daily_Life,General_Interactions
12439,returned,B1,Daily_Life,General_Interactions
12440,returning,B1,Daily_Life,General_Interactions
12441,returns,B1,Daily_Life,General_Interactions
12442,reusable,B1,Daily_Life,General_Interactions
12443,reusing,B1,Communication_Media_Arts,Speaking_Expressions
12444,reveal a talent,B1,Daily_Life,General_Interactions
12445,reveal secrets,B1,Daily_Life,General_Interactions
12446,reveal the truth,B1,Daily_Life,General_Interactions
12447,revealed,B1,Daily_Life,General_Interactions
12448,revealing,B1,Daily_Life,General_Interactions
12449,reveals,B1,Daily_Life,General_Interactions
12450,revel,B1,Daily_Life,General_Interactions
12451,reverent,B1,Daily_Life,Home_Housing
12452,reversing,B1,Communication_Media_Arts,Speaking_Expressions
12453,review,B1,Daily_Life,General_Interactions
12454,reviews,B1,Daily_Life,General_Interactions
12455,revile,B1,Daily_Life,General_Interactions
12456,revised,B1,Daily_Life,General_Interactions
12457,revision,B1,Daily_Life,General_Interactions
12458,revitalization,B1,Daily_Life,General_Interactions
12459,revival,B1,Daily_Life,General_Interactions
12460,revolt,B1,Daily_Life,General_Interactions
12461,revolutionize,B1,Science_Nature,Biology_Life_Sciences
12462,revolutionized,B1,Science_Nature,Biology_Life_Sciences
12463,rewarding,B1,Society_Law_Politics,Law_Crime
12464,rewrote,B1,Daily_Life,General_Interactions
12465,rhetoric,B1,Daily_Life,General_Interactions
12466,rhyme,B1,Daily_Life,General_Interactions
12467,ribbon,B1,Daily_Life,General_Interactions
12468,rich,B1,Daily_Life,General_Interactions
12469,rich source,B1,Daily_Life,General_Interactions
12470,rich tradition,B1,Daily_Life,General_Interactions
12471,richer,B1,Daily_Life,General_Interactions
12472,richest,B1,Daily_Life,General_Interactions
12473,rid,B1,Daily_Life,General_Interactions
12474,riding,B1,Daily_Life,General_Interactions
12475,right,B1,Society_Law_Politics,Law_Crime
12476,rights,B1,Society_Law_Politics,Law_Crime
12477,rigidly,B1,Daily_Life,General_Interactions
12478,rigorous,B1,Daily_Life,General_Interactions
12479,rigors,B1,Daily_Life,General_Interactions
12480,rim,B1,Daily_Life,General_Interactions
12481,ring,B1,Daily_Life,General_Interactions
12482,ringed,B1,Daily_Life,General_Interactions
12483,riot erupts,B1,Daily_Life,General_Interactions
12484,rip,B1,Daily_Life,General_Interactions
12485,ripe,B1,Daily_Life,General_Interactions
12486,rise,B1,Daily_Life,General_Interactions
12487,rising,B1,Communication_Media_Arts,Speaking_Expressions
12488,rising unemployment,B1,Business_Finance_Economy,Jobs_Careers
12489,risk,B1,Business_Finance_Economy,Entrepreneurship
12490,risk to public health,B1,Business_Finance_Economy,Entrepreneurship
12491,risky,B1,Business_Finance_Economy,Entrepreneurship
12492,ritual,B1,Daily_Life,General_Interactions
12493,rituals,B1,Daily_Life,General_Interactions
12494,rival,B1,Daily_Life,General_Interactions
12495,road,B1,Travel_Transportation,Road_Travel
12496,road closure,B1,Travel_Transportation,Road_Travel
12497,roam,B1,Daily_Life,General_Interactions
12498,roasted,B1,Daily_Life,General_Interactions
12499,rock,B1,Daily_Life,General_Interactions
12500,rocket,B1,Daily_Life,General_Interactions
12501,rocky,B1,Daily_Life,General_Interactions
12502,rod,B1,Daily_Life,General_Interactions
12503,rode,B1,Daily_Life,General_Interactions
12504,roll,B1,Daily_Life,General_Interactions
12505,rolled,B1,Daily_Life,General_Interactions
12506,rolling,B1,Daily_Life,General_Interactions
12507,roof,B1,Daily_Life,General_Interactions
12508,rooftop,B1,Daily_Life,General_Interactions
12509,room,B1,Daily_Life,Home_Housing
12510,room for improvement,B1,Daily_Life,Home_Housing
12511,root,B1,Daily_Life,General_Interactions
12512,root cause,B1,Daily_Life,General_Interactions
12513,rooted,B1,Daily_Life,General_Interactions
12514,rose,B1,Daily_Life,General_Interactions
12515,rotated,B1,Daily_Life,General_Interactions
12516,rotation,B1,Daily_Life,General_Interactions
12517,rough idea,B1,Daily_Life,General_Interactions
12518,roughly,B1,Daily_Life,General_Interactions
12519,round,B1,Daily_Life,General_Interactions
12520,rounded,B1,Daily_Life,General_Interactions
12521,rousing,B1,Communication_Media_Arts,Speaking_Expressions
12522,routes,B1,Travel_Transportation,Road_Travel
12523,routine,B1,Daily_Life,Routine_Activities
12524,row,B1,Daily_Life,General_Interactions
12525,royal,B1,Daily_Life,General_Interactions
12526,rub sth out,B1,Daily_Life,General_Interactions
12527,rubbed,B1,Daily_Life,General_Interactions
12528,rubbish,B1,Daily_Life,General_Interactions
12529,rudiment,B1,Daily_Life,General_Interactions
12530,rugged,B1,Daily_Life,General_Interactions
12531,ruin,B1,Daily_Life,General_Interactions
12532,ruined,B1,Daily_Life,General_Interactions
12533,ruining,B1,Daily_Life,General_Interactions
12534,rule,B1,Society_Law_Politics,Law_Crime
12535,ruled,B1,Society_Law_Politics,Law_Crime
12536,rules,B1,Society_Law_Politics,Law_Crime
12537,rum our flies around,B1,Daily_Life,General_Interactions
12538,rumour flies around,B1,Daily_Life,General_Interactions
12539,run,B1,Daily_Life,General_Interactions
12540,run dry,B1,Daily_Life,General_Interactions
12541,run errands,B1,Daily_Life,General_Interactions
12542,run into difficulties,B1,Daily_Life,General_Interactions
12543,run into trouble,B1,Daily_Life,General_Interactions
12544,run late,B1,Daily_Life,General_Interactions
12545,run smoothly,B1,Daily_Life,General_Interactions
12546,run up a bill,B1,Health_Medicine,Healthcare_Hospital
12547,run up a huge debt,B1,Business_Finance_Economy,Finance_Banking
12548,run up an overdraft,B1,Daily_Life,General_Interactions
12549,run up curtains,B1,Technology_Digital,Artificial_Intelligence
12550,run-down area,B1,Daily_Life,General_Interactions
12551,running,B1,Health_Medicine,Fitness_Exercise
12552,runoff,B1,Daily_Life,General_Interactions
12553,rupture,B1,Daily_Life,General_Interactions
12554,rural,B1,Daily_Life,General_Interactions
12555,rural idyll,B1,Daily_Life,General_Interactions
12556,rush,B1,Daily_Life,General_Interactions
12557,rush hour,B1,Daily_Life,Time_Management
12558,rust,B1,Daily_Life,General_Interactions
12559,rustic charm,B1,Daily_Life,General_Interactions
12560,rustle up a meal,B1,Health_Medicine,Nutrition_Diet
12561,saccharine,B1,Daily_Life,General_Interactions
12562,sacred,B1,Daily_Life,General_Interactions
12563,sacrilege,B1,Daily_Life,General_Interactions
12564,safeguard someone's interests,B1,Daily_Life,General_Interactions
12565,safely,B1,Daily_Life,General_Interactions
12566,safer,B1,Daily_Life,General_Interactions
12567,safety,B1,Daily_Life,General_Interactions
12568,sagacious,B1,Daily_Life,General_Interactions
12569,sail,B1,Technology_Digital,Artificial_Intelligence
12570,sailed,B1,Technology_Digital,Artificial_Intelligence
12571,sailing,B1,Technology_Digital,Artificial_Intelligence
12572,salary,B1,Business_Finance_Economy,Jobs_Careers
12573,sale,B1,Business_Finance_Economy,Business_Management
12574,salient,B1,Daily_Life,General_Interactions
12575,salinity,B1,Daily_Life,General_Interactions
12576,salmon,B1,Daily_Life,General_Interactions
12577,salt,B1,Daily_Life,General_Interactions
12578,salubrious,B1,Daily_Life,General_Interactions
12579,salvation,B1,Daily_Life,General_Interactions
12580,sample,B1,Daily_Life,General_Interactions
12581,samples,B1,Daily_Life,General_Interactions
12582,sampling,B1,Daily_Life,General_Interactions
12583,sanction,B1,Daily_Life,General_Interactions
12584,sanctuary,B1,Daily_Life,General_Interactions
12585,sanguine,B1,Daily_Life,General_Interactions
12586,sanitation,B1,Daily_Life,General_Interactions
12587,sap,B1,Daily_Life,General_Interactions
12588,satellites,B1,Communication_Media_Arts,Speaking_Expressions
12589,satiate,B1,Daily_Life,General_Interactions
12590,satisfied customer,B1,Daily_Life,Shopping_Everyday
12591,satisfy a demand,B1,Business_Finance_Economy,Economy_Markets
12592,satisfy the requirements,B1,Daily_Life,General_Interactions
12593,savannah,B1,Daily_Life,General_Interactions
12594,save,B1,Daily_Life,General_Interactions
12595,saved,B1,Daily_Life,General_Interactions
12596,saving,B1,Daily_Life,General_Interactions
12597,savings,B1,Daily_Life,General_Interactions
12598,saw,B1,Daily_Life,General_Interactions
12599,sawdust,B1,Daily_Life,General_Interactions
12600,scale,B1,Daily_Life,General_Interactions
12601,scanned,B1,Daily_Life,General_Interactions
12602,scanner,B1,Daily_Life,General_Interactions
12603,scanning,B1,Daily_Life,General_Interactions
12604,scant,B1,Daily_Life,General_Interactions
12605,scanty,B1,Daily_Life,General_Interactions
12606,scarce,B1,Travel_Transportation,Road_Travel
12607,scarcity,B1,Travel_Transportation,Road_Travel
12608,scathing,B1,Daily_Life,General_Interactions
12609,scatter,B1,Daily_Life,General_Interactions
12610,scenarios,B1,Daily_Life,General_Interactions
12611,scene,B1,Daily_Life,General_Interactions
12612,scenery,B1,Daily_Life,General_Interactions
12613,scent,B1,Daily_Life,General_Interactions
12614,scented,B1,Daily_Life,General_Interactions
12615,scheduled,B1,Daily_Life,Routine_Activities
12616,scheduling,B1,Daily_Life,General_Interactions
12617,scholars,B1,Daily_Life,General_Interactions
12618,scholarship,B1,Daily_Life,General_Interactions
12619,school,B1,Education,University_School
12620,school of fish,B1,Education,University_School
12621,school of sardines,B1,Education,University_School
12622,schoolchildren,B1,Education,University_School
12623,schooling,B1,Education,University_School
12624,sciences,B1,Education,Academic_Study
12625,scientific,B1,Daily_Life,General_Interactions
12626,scientist,B1,Daily_Life,General_Interactions
12627,scooping,B1,Daily_Life,General_Interactions
12628,scorching,B1,Daily_Life,General_Interactions
12629,score,B1,Education,Exams_Assessments
12630,score an own goal,B1,Education,Exams_Assessments
12631,score stands at,B1,Education,Exams_Assessments
12632,scored,B1,Education,Exams_Assessments
12633,scores,B1,Education,Exams_Assessments
12634,scorn,B1,Daily_Life,General_Interactions
12635,scorpion,B1,Daily_Life,General_Interactions
12636,scotland,B1,Daily_Life,General_Interactions
12637,scottish,B1,Daily_Life,General_Interactions
12638,scrap,B1,Daily_Life,General_Interactions
12639,scraped,B1,Daily_Life,General_Interactions
12640,scraping,B1,Daily_Life,General_Interactions
12641,scratch,B1,Daily_Life,General_Interactions
12642,scratched,B1,Daily_Life,General_Interactions
12643,scream,B1,Daily_Life,General_Interactions
12644,screamed,B1,Daily_Life,General_Interactions
12645,screw,B1,Daily_Life,General_Interactions
12646,screws,B1,Daily_Life,General_Interactions
12647,scroll,B1,Daily_Life,General_Interactions
12648,scrutinize,B1,Daily_Life,General_Interactions
12649,scrutiny,B1,Daily_Life,General_Interactions
12650,sculpt,B1,Daily_Life,General_Interactions
12651,sculptures,B1,Communication_Media_Arts,Arts_Creativity
12652,scurvy,B1,Daily_Life,General_Interactions
12653,sea-creature,B1,Health_Medicine,Healthcare_Hospital
12654,seabed,B1,Daily_Life,General_Interactions
12655,sealed,B1,Daily_Life,General_Interactions
